Date,Time_Hour,Month,Area Name,Road/Intersection Name,Event,Spectator_Count,Traffic Volume,Average Speed,Travel Time Index,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity,Congestion Level,Road_DNA_Score,Reroute_Reason
2025-03-13,21,3,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs GT,28051,69988,24.43,2.08,88.55,4,184.47,69.9,81.12,87.55,2009,Thunderstorm,Yes,Medium,71,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 28,051 spectators). Heavy crowd movement on MG Road during peak match hours (21:00). Road DNA: 71. Reroute via Richmond Road flyover."
2025-04-24,20,4,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs LSG,30894,74763,15.21,1.93,86.37,4,167.38,61.47,88.12,87.84,1911,Clear,Yes,Medium,69,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 30,894 spectators). Heavy crowd movement on Residency Road during peak match hours (20:00). Road DNA: 69. Reroute via Richmond Road flyover."
2025-03-10,21,3,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs RR,31484,73083,22.9,2.34,71.68,0,169.62,82.88,85.68,88.74,3312,Clear,Yes,Medium,72,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 31,484 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (21:00). Road DNA: 72. Reroute via Richmond Road flyover."
2025-03-21,22,3,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs CSK,30197,103349,7.72,3.12,106.29,4,127.84,86.49,70.12,96.66,2044,Heavy Rain,Yes,Severe,86,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 30,197 spectators). Heavy crowd movement on Richmond Road during peak match hours (22:00). Road DNA: 86. Reroute via Richmond Road flyover."
2025-05-22,17,5,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs LSG,29597,116239,13.37,3.28,114.72,2,183.99,70.58,72.27,97.78,2013,Thunderstorm,Yes,High,94,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 29,597 spectators). Heavy crowd movement on Richmond Road during peak match hours (17:00). Road DNA: 94. Reroute via Richmond Road flyover."
2025-05-18,18,5,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs MI,29273,94978,10.42,2.53,97.36,3,136.37,78.6,74.2,98.38,1141,Light Rain,No,Severe,85,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 29,273 spectators). Heavy crowd movement on Cubbon Road during peak match hours (18:00). Road DNA: 85. Reroute via Richmond Road flyover."
2025-05-08,21,5,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs DC,28630,120602,13.67,3.8,94.54,1,137.04,80.59,70.25,92.06,1197,Heavy Rain,No,Severe,82,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 28,630 spectators). Heavy crowd movement on Cubbon Road during peak match hours (21:00). Road DNA: 82. Reroute via Richmond Road flyover."
2025-04-18,19,4,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs SRH,30476,128510,13.13,3.33,112.2,1,159.61,73.49,75.14,92.43,3284,Thunderstorm,No,High,88,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 30,476 spectators). Heavy crowd movement on MG Road during peak match hours (19:00). Road DNA: 88. Reroute via Richmond Road flyover."
2025-04-16,19,4,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs KKR,29346,117627,9.39,2.61,105.6,2,178.14,78.34,87.68,90.19,1044,Light Rain,Yes,Severe,94,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 29,346 spectators). Heavy crowd movement on Kasturba Road during peak match hours (19:00). Road DNA: 94. Reroute via Richmond Road flyover."
2025-03-15,17,3,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs KKR,33728,105683,10.99,3.33,109.33,1,135.68,69.55,73.27,98.08,1230,Thunderstorm,Yes,High,86,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 33,728 spectators). Heavy crowd movement on Residency Road during peak match hours (17:00). Road DNA: 86. Reroute via Richmond Road flyover."
2025-05-20,22,5,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs DC,33266,88515,13.88,2.7,108.55,0,159.25,76.08,76.27,88.96,1945,Thunderstorm,No,High,90,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 33,266 spectators). Heavy crowd movement on Kasturba Road during peak match hours (22:00). Road DNA: 90. Reroute via Richmond Road flyover."
2025-05-21,21,5,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs RR,32135,107374,8.68,2.52,108.68,0,153.77,78.37,83.54,90.04,2122,Light Rain,No,Severe,78,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 32,135 spectators). Heavy crowd movement on Cubbon Road during peak match hours (21:00). Road DNA: 78. Reroute via Richmond Road flyover."
2025-05-06,23,5,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs DC,29943,116651,11.55,3.24,95.52,0,149.42,70.77,77.71,92.94,2080,Thunderstorm,No,High,93,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 29,943 spectators). Heavy crowd movement on Kasturba Road during peak match hours (23:00). Road DNA: 93. Reroute via Richmond Road flyover."
2025-05-26,23,5,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs RR,28914,101768,7.36,3.7,109.87,2,189.64,73.24,76.14,99.71,1946,Thunderstorm,No,High,78,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 28,914 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (23:00). Road DNA: 78. Reroute via Richmond Road flyover."
2025-03-12,16,3,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs GT,34772,76718,23.27,1.7,76.58,1,168.73,88.48,81.41,86.9,2887,Thunderstorm,Yes,Medium,66,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 34,772 spectators). Heavy crowd movement on Kasturba Road during peak match hours (16:00). Road DNA: 66. Reroute via Richmond Road flyover."
2025-03-20,18,3,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs LSG,33907,90885,11.65,2.85,94.4,4,140.11,68.71,85.26,90.32,1892,Clear,No,High,86,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 33,907 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (18:00). Road DNA: 86. Reroute via Richmond Road flyover."
2025-05-04,17,5,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs DC,29963,111683,8.68,3.5,98.51,4,158.03,65.01,71.07,92.96,2045,Thunderstorm,Yes,High,82,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 29,963 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (17:00). Road DNA: 82. Reroute via Richmond Road flyover."
2025-03-20,21,3,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs MI,29597,118789,7.18,3.99,108.61,3,125.47,84.91,81.68,87.31,2869,Light Rain,Yes,Severe,82,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 29,597 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (21:00). Road DNA: 82. Reroute via Richmond Road flyover."
2025-04-25,21,4,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs KKR,31522,69547,22.69,2.32,70.87,2,165.82,81.19,79.16,88.04,2162,Thunderstorm,No,Medium,69,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 31,522 spectators). Heavy crowd movement on Cubbon Road during peak match hours (21:00). Road DNA: 69. Reroute via Richmond Road flyover."
2025-03-21,16,3,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs DC,29731,91702,9.57,4.19,111.25,2,172.64,71.82,87.88,94.25,3189,Light Rain,Yes,Severe,93,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 29,731 spectators). Heavy crowd movement on Richmond Road during peak match hours (16:00). Road DNA: 93. Reroute via Richmond Road flyover."
2025-03-20,23,3,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs SRH,31023,104388,7.82,4.34,104.61,1,157.6,66.72,86.95,91.81,3127,Light Rain,No,Severe,82,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 31,023 spectators). Heavy crowd movement on MG Road during peak match hours (23:00). Road DNA: 82. Reroute via Richmond Road flyover."
2025-03-14,20,3,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs CSK,33747,111325,7.97,3.71,98.62,3,175.2,83.24,77.17,98.04,3407,Light Rain,No,Severe,85,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 33,747 spectators). Heavy crowd movement on Richmond Road during peak match hours (20:00). Road DNA: 85. Reroute via Richmond Road flyover."
2025-05-17,16,5,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs LSG,34506,75549,17.65,2.1,74.39,1,171.7,61.61,89.88,90.8,2261,Clear,No,Medium,58,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 34,506 spectators). Heavy crowd movement on Kasturba Road during peak match hours (16:00). Road DNA: 58. Reroute via Richmond Road flyover."
2025-03-02,19,3,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs MI,30980,127476,10.23,3.42,110.6,4,139.57,72.05,81.69,98.92,2123,Heavy Rain,Yes,Severe,83,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 30,980 spectators). Heavy crowd movement on Richmond Road during peak match hours (19:00). Road DNA: 83. Reroute via Richmond Road flyover."
2025-05-08,16,5,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs MI,34251,116171,10.58,3.38,113.23,3,121.02,64.41,80.01,96.95,3221,Heavy Rain,No,Severe,80,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 34,251 spectators). Heavy crowd movement on Kasturba Road during peak match hours (16:00). Road DNA: 80. Reroute via Richmond Road flyover."
2025-04-10,20,4,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs DC,30104,95121,6.91,3.39,97.09,0,176.53,63.78,85.56,85.73,3286,Heavy Rain,Yes,Severe,79,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 30,104 spectators). Heavy crowd movement on Residency Road during peak match hours (20:00). Road DNA: 79. Reroute via Richmond Road flyover."
2025-04-01,19,4,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs KKR,34867,128587,13.64,4.24,92.41,2,151.21,73.38,89.42,87.07,2807,Thunderstorm,Yes,High,86,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 34,867 spectators). Heavy crowd movement on Cubbon Road during peak match hours (19:00). Road DNA: 86. Reroute via Richmond Road flyover."
2025-05-11,22,5,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs LSG,29128,112927,10.12,3.26,96.73,2,172.81,73.49,84.18,85.54,917,Clear,Yes,High,82,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 29,128 spectators). Heavy crowd movement on MG Road during peak match hours (22:00). Road DNA: 82. Reroute via Richmond Road flyover."
2025-03-02,23,3,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs GT,31238,91126,9.42,3.87,101.36,0,140.08,87.88,72.53,85.66,2298,Heavy Rain,Yes,Severe,85,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 31,238 spectators). Heavy crowd movement on Richmond Road during peak match hours (23:00). Road DNA: 85. Reroute via Richmond Road flyover."
2025-04-02,17,4,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs LSG,30738,115565,9.54,4.17,106.71,4,142.33,85.55,85.01,95.75,2894,Light Rain,No,Severe,88,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 30,738 spectators). Heavy crowd movement on Richmond Road during peak match hours (17:00). Road DNA: 88. Reroute via Richmond Road flyover."
2025-04-13,21,4,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs RR,29588,70282,15.46,2.27,79.05,1,126.26,63.44,75.56,88.46,2510,Clear,No,Medium,66,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 29,588 spectators). Heavy crowd movement on Residency Road during peak match hours (21:00). Road DNA: 66. Reroute via Richmond Road flyover."
2025-05-05,22,5,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs CSK,31317,85228,11.86,3.94,114.33,2,136.0,61.58,76.06,96.91,1379,Clear,No,High,92,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 31,317 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (22:00). Road DNA: 92. Reroute via Richmond Road flyover."
2025-05-06,20,5,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs SRH,30294,80179,20.91,1.76,76.34,2,128.36,77.31,77.97,85.74,1053,Thunderstorm,Yes,Medium,58,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 30,294 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (20:00). Road DNA: 58. Reroute via Richmond Road flyover."
2025-03-12,17,3,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs CSK,29033,112287,8.34,3.5,94.84,1,167.15,60.61,73.57,94.37,1256,Thunderstorm,Yes,High,82,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 29,033 spectators). Heavy crowd movement on MG Road during peak match hours (17:00). Road DNA: 82. Reroute via Richmond Road flyover."
2025-03-08,21,3,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs SRH,30964,66798,22.97,2.19,85.23,2,163.68,89.86,81.57,91.04,1064,Thunderstorm,No,Medium,57,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 30,964 spectators). Heavy crowd movement on Kasturba Road during peak match hours (21:00). Road DNA: 57. Reroute via Richmond Road flyover."
2025-03-13,21,3,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs MI,31936,106925,13.36,3.62,102.98,0,144.76,68.89,72.97,92.34,1153,Light Rain,Yes,Severe,83,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 31,936 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (21:00). Road DNA: 83. Reroute via Richmond Road flyover."
2025-04-20,23,4,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs DC,31495,95709,9.89,4.45,98.78,0,143.66,89.83,80.64,90.06,1616,Heavy Rain,Yes,Severe,83,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 31,495 spectators). Heavy crowd movement on Richmond Road during peak match hours (23:00). Road DNA: 83. Reroute via Richmond Road flyover."
2025-04-17,21,4,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs MI,33028,79624,15.18,2.35,81.88,4,159.02,71.47,71.25,93.66,1371,Thunderstorm,Yes,Medium,73,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 33,028 spectators). Heavy crowd movement on Residency Road during peak match hours (21:00). Road DNA: 73. Reroute via Richmond Road flyover."
2025-03-16,23,3,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs SRH,28162,108996,6.97,4.22,107.2,0,173.47,66.07,85.91,94.14,1057,Light Rain,Yes,Severe,91,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 28,162 spectators). Heavy crowd movement on Richmond Road during peak match hours (23:00). Road DNA: 91. Reroute via Richmond Road flyover."
2025-04-14,20,4,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs DC,29631,77370,21.81,2.36,90.2,2,179.29,73.19,81.74,93.1,2409,Clear,No,Medium,58,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 29,631 spectators). Heavy crowd movement on MG Road during peak match hours (20:00). Road DNA: 58. Reroute via Richmond Road flyover."
2025-04-26,20,4,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs RR,31451,66170,22.52,2.21,72.89,2,133.97,88.07,72.75,99.46,1914,Thunderstorm,No,Medium,64,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 31,451 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (20:00). Road DNA: 64. Reroute via Richmond Road flyover."
2025-03-02,20,3,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs RR,33680,65127,15.89,1.66,72.84,0,133.39,78.86,72.46,98.4,1782,Clear,Yes,Medium,63,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 33,680 spectators). Heavy crowd movement on Cubbon Road during peak match hours (20:00). Road DNA: 63. Reroute via Richmond Road flyover."
2025-03-05,23,3,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs RR,33968,85612,8.26,4.15,94.05,0,148.79,70.0,78.07,99.36,1687,Clear,No,High,90,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 33,968 spectators). Heavy crowd movement on Residency Road during peak match hours (23:00). Road DNA: 90. Reroute via Richmond Road flyover."
2025-04-26,22,4,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs CSK,31601,116873,11.85,4.24,93.27,1,174.13,82.03,70.97,99.02,845,Thunderstorm,No,High,79,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 31,601 spectators). Heavy crowd movement on Residency Road during peak match hours (22:00). Road DNA: 79. Reroute via Richmond Road flyover."
2025-03-04,16,3,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs GT,33723,55095,21.93,2.34,86.67,0,151.85,80.69,72.2,98.54,2940,Thunderstorm,No,Medium,57,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 33,723 spectators). Heavy crowd movement on Richmond Road during peak match hours (16:00). Road DNA: 57. Reroute via Richmond Road flyover."
2025-04-27,18,4,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs CSK,30250,88279,6.6,3.07,103.83,0,121.19,82.57,70.22,97.7,3083,Thunderstorm,No,High,92,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 30,250 spectators). Heavy crowd movement on Residency Road during peak match hours (18:00). Road DNA: 92. Reroute via Richmond Road flyover."
2025-05-24,21,5,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs LSG,29722,78472,23.21,1.98,89.9,4,131.24,76.16,83.4,87.63,2282,Thunderstorm,Yes,Medium,63,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 29,722 spectators). Heavy crowd movement on MG Road during peak match hours (21:00). Road DNA: 63. Reroute via Richmond Road flyover."
2025-04-21,19,4,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs CSK,34670,99075,12.57,3.08,104.95,2,177.58,63.13,75.7,90.89,3131,Thunderstorm,Yes,High,92,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 34,670 spectators). Heavy crowd movement on MG Road during peak match hours (19:00). Road DNA: 92. Reroute via Richmond Road flyover."
2025-05-17,20,5,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs GT,30785,99216,12.12,2.96,113.73,2,148.84,82.33,72.76,89.9,885,Light Rain,No,Severe,92,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 30,785 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (20:00). Road DNA: 92. Reroute via Richmond Road flyover."
2025-05-08,16,5,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs KKR,32049,72404,22.84,2.27,83.49,1,149.0,87.42,76.24,87.4,2759,Thunderstorm,Yes,Medium,65,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 32,049 spectators). Heavy crowd movement on Richmond Road during peak match hours (16:00). Road DNA: 65. Reroute via Richmond Road flyover."
2025-03-07,22,3,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs LSG,34841,110275,7.45,2.72,99.53,1,171.61,76.61,76.04,90.15,1675,Heavy Rain,No,Severe,91,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 34,841 spectators). Heavy crowd movement on Cubbon Road during peak match hours (22:00). Road DNA: 91. Reroute via Richmond Road flyover."
2025-04-08,23,4,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs RR,33708,123543,10.0,2.59,102.72,4,166.87,66.8,71.77,94.97,2519,Thunderstorm,Yes,High,87,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 33,708 spectators). Heavy crowd movement on Richmond Road during peak match hours (23:00). Road DNA: 87. Reroute via Richmond Road flyover."
2025-05-04,17,5,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs MI,28331,86340,13.38,4.45,108.4,0,162.99,71.18,81.84,98.74,2603,Heavy Rain,No,Severe,95,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 28,331 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (17:00). Road DNA: 95. Reroute via Richmond Road flyover."
2025-03-26,16,3,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs RR,32237,82519,20.17,1.72,88.6,3,131.76,74.34,75.77,92.53,999,Thunderstorm,No,Medium,64,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 32,237 spectators). Heavy crowd movement on Residency Road during peak match hours (16:00). Road DNA: 64. Reroute via Richmond Road flyover."
2025-04-17,19,4,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs DC,32839,106360,6.93,3.91,102.69,1,166.58,81.82,72.2,90.87,3370,Heavy Rain,No,Severe,83,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 32,839 spectators). Heavy crowd movement on Kasturba Road during peak match hours (19:00). Road DNA: 83. Reroute via Richmond Road flyover."
2025-03-27,19,3,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs GT,28781,103588,12.67,3.67,97.35,2,160.11,89.5,86.96,99.25,3352,Thunderstorm,No,High,89,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 28,781 spectators). Heavy crowd movement on Richmond Road during peak match hours (19:00). Road DNA: 89. Reroute via Richmond Road flyover."
2025-03-27,20,3,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs RR,34079,83062,16.33,1.86,70.61,2,155.57,68.84,72.48,86.79,808,Thunderstorm,No,Medium,68,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 34,079 spectators). Heavy crowd movement on Cubbon Road during peak match hours (20:00). Road DNA: 68. Reroute via Richmond Road flyover."
2025-03-12,21,3,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs DC,31271,56313,20.52,2.37,78.36,3,141.69,72.35,84.16,86.3,1530,Thunderstorm,No,Medium,55,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 31,271 spectators). Heavy crowd movement on Cubbon Road during peak match hours (21:00). Road DNA: 55. Reroute via Richmond Road flyover."
2025-04-05,18,4,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs SRH,28639,100327,8.26,4.03,109.97,3,155.11,85.06,80.28,98.25,3006,Clear,No,High,86,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 28,639 spectators). Heavy crowd movement on Cubbon Road during peak match hours (18:00). Road DNA: 86. Reroute via Richmond Road flyover."
2025-03-12,22,3,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs GT,32394,127973,11.69,4.29,97.24,4,127.66,64.48,87.91,95.34,1301,Heavy Rain,Yes,Severe,79,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 32,394 spectators). Heavy crowd movement on Residency Road during peak match hours (22:00). Road DNA: 79. Reroute via Richmond Road flyover."
2025-03-27,22,3,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs CSK,28779,120226,12.55,2.92,101.59,2,187.57,61.31,78.73,96.19,1527,Heavy Rain,No,Severe,92,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 28,779 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (22:00). Road DNA: 92. Reroute via Richmond Road flyover."
2025-05-24,18,5,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs SRH,34509,115911,12.94,3.67,96.45,3,145.88,79.98,77.03,87.27,1992,Heavy Rain,Yes,Severe,79,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 34,509 spectators). Heavy crowd movement on Richmond Road during peak match hours (18:00). Road DNA: 79. Reroute via Richmond Road flyover."
2025-04-04,20,4,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs CSK,33966,74262,17.57,2.1,73.2,0,141.77,72.07,75.98,86.96,1482,Thunderstorm,No,Medium,73,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 33,966 spectators). Heavy crowd movement on Richmond Road during peak match hours (20:00). Road DNA: 73. Reroute via Richmond Road flyover."
2025-04-15,19,4,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs KKR,28404,122136,10.91,2.72,103.78,0,186.71,88.15,80.43,99.83,2369,Clear,Yes,High,93,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 28,404 spectators). Heavy crowd movement on Residency Road during peak match hours (19:00). Road DNA: 93. Reroute via Richmond Road flyover."
2025-03-04,20,3,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs LSG,30000,74145,15.21,1.91,84.42,0,158.82,85.71,82.28,97.69,1668,Thunderstorm,Yes,Medium,72,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 30,000 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (20:00). Road DNA: 72. Reroute via Richmond Road flyover."
2025-03-18,21,3,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs GT,34289,103560,6.66,3.94,98.86,0,166.33,62.69,70.19,95.7,2052,Light Rain,No,Severe,81,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 34,289 spectators). Heavy crowd movement on Cubbon Road during peak match hours (21:00). Road DNA: 81. Reroute via Richmond Road flyover."
2025-03-23,20,3,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs RR,31477,63127,23.73,2.3,84.59,4,125.73,66.14,77.47,96.66,3109,Clear,Yes,Medium,67,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 31,477 spectators). Heavy crowd movement on MG Road during peak match hours (20:00). Road DNA: 67. Reroute via Richmond Road flyover."
2025-04-03,18,4,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs CSK,33926,109534,9.94,3.04,112.2,0,176.06,88.17,83.59,87.13,1856,Light Rain,Yes,Severe,81,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 33,926 spectators). Heavy crowd movement on Richmond Road during peak match hours (18:00). Road DNA: 81. Reroute via Richmond Road flyover."
2025-04-20,20,4,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs SRH,28670,85264,8.42,4.18,104.28,3,154.09,62.68,88.03,89.68,1639,Heavy Rain,Yes,Severe,87,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 28,670 spectators). Heavy crowd movement on Residency Road during peak match hours (20:00). Road DNA: 87. Reroute via Richmond Road flyover."
2025-04-08,16,4,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs SRH,33420,110612,11.94,3.58,113.71,1,129.5,87.59,79.77,89.95,3254,Heavy Rain,No,Severe,90,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 33,420 spectators). Heavy crowd movement on Cubbon Road during peak match hours (16:00). Road DNA: 90. Reroute via Richmond Road flyover."
2025-03-19,23,3,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs CSK,32604,129115,11.11,2.79,105.1,0,154.13,75.0,87.01,93.82,1331,Clear,No,High,91,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 32,604 spectators). Heavy crowd movement on Residency Road during peak match hours (23:00). Road DNA: 91. Reroute via Richmond Road flyover."
